name;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
'unknown';4.110000;1.466268e+02;8.014436e-01;1.258270e-01
'unknown';4.120000;1.434095e+02;8.230227e-01;1.605964e-01
'unknown';4.130000;1.414204e+02;8.264232e-01;2.046963e-01
'unknown';4.140000;1.407715e+02;8.306254e-01;2.461882e-01
'unknown';4.150000;1.412739e+02;8.342555e-01;2.105289e-01
'unknown';4.160000;1.421253e+02;8.367760e-01;2.229448e-01
'unknown';4.170000;1.427309e+02;8.353078e-01;2.188703e-01
'unknown';4.180000;1.428570e+02;8.320916e-01;2.577814e-01
'unknown';4.190000;1.428008e+02;8.245935e-01;2.173066e-01
'unknown';4.200000;9.515685e+01;5.481411e-01;2.509353e-01
'unknown';4.210000;4.759885e+01;2.724234e-01;2.871702e-01
'unknown';4.220000;0;0;2.539800e-01
'unknown';4.230000;0;0;1.376322e-01
'unknown';4.240000;0;0;5.439611e-02
'unknown';4.250000;0;0;6.788918e-02
'unknown';4.260000;0;0;7.632764e-02
'unknown';4.270000;0;2.305389e-01;5.583074e-02
'unknown';4.280000;0;4.517475e-01;6.907810e-02
'unknown';4.290000;0;6.834537e-01;1.081557e-01
'unknown';4.300000;0;6.903751e-01;1.438718e-01
'unknown';4.310000;0;6.831789e-01;1.573237e-01
'unknown';4.320000;0;6.862113e-01;1.671156e-01
'unknown';4.330000;0;4.487511e-01;1.397685e-01
'unknown';4.340000;4.592907e+01;4.904703e-01;1.152119e-01
'unknown';4.350000;9.001650e+01;5.254039e-01;7.710229e-02
'unknown';4.360000;1.332071e+02;7.987840e-01;1.586572e-01
